id_arbre,essence,type_arbre,diametre_cm,type_lieu,latitude,longitude
243196,amélanchier,Feuillu,21,Lieu public,46.746636897844795,-71.36553243448583
243817,amélanchier,Feuillu,18,Lieu public,46.76724726235041,-71.35252736055907
244121,amélanchier,Feuillu,13,Lieu public,46.74681648789435,-71.36159692030735
244126,amélanchier,Feuillu,13,Lieu public,46.746416465448455,-71.36201396324779
244803,amélanchier,Feuillu,16,Lieu public,46.860660091627906,-71.26918347882877
244804,amélanchier,Feuillu,17,Lieu public,46.86067545148629,-71.26920175830269
245336,amélanchier,Feuillu,11,Lieu public,46.78062607685603,-71.35920340759493
245428,amélanchier,Feuillu,8,Lieu public,46.756638851356534,-71.35567337642578
245447,amélanchier,Feuillu,25,Lieu public,46.7568992314596,-71.35574995349667
246211,amélanchier,Feuillu,47,Lieu public,46.76081345423506,-71.35194503435186
246212,amélanchier,Feuillu,35,Lieu public,46.76080789578474,-71.35189288262934
246568,amélanchier,Feuillu,6,Lieu public,46.83432564790886,-71.41959315464908
246569,amélanchier,Feuillu,6,Lieu public,46.83431394233817,-71.41956867679555
246570,amélanchier,Feuillu,8,Lieu public,46.83431737409505,-71.41958607875577
247150,amélanchier,Feuillu,24,Lieu public,46.75193335934185,-71.34329726748976
247274,amélanchier,Feuillu,22,Lieu public,46.787876890489486,-71.2675053749926
247332,amélanchier,Feuillu,13,Lieu public,46.7912083748171,-71.27413843757377
247333,amélanchier,Feuillu,14,Lieu public,46.7912724048592,-71.27422453637291
247334,amélanchier,Feuillu,15,Lieu public,46.79133208917355,-71.27430803190401
247338,amélanchier,Feuillu,13,Lieu public,46.78778156282341,-71.26738616573587
247640,amélanchier,Feuillu,4,Lieu public,46.83012866766707,-71.45527760604288
247697,amélanchier,Feuillu,11,Lieu public,46.7878176995103,-71.2674294044522
248146,amélanchier,Feuillu,18,Lieu public,46.78524149870015,-71.24962395682775
248169,amélanchier,Feuillu,15,Lieu public,46.78505234776774,-71.24983415982926
249211,amélanchier,Feuillu,12,Lieu public,46.750567323149674,-71.31405130544948
250386,amélanchier,Feuillu,18,Lieu public,46.76689028765729,-71.3350909016107
261084,amélanchier,Feuillu,21,Lieu public,46.77276580193429,-71.33229623389572
261097,amélanchier,Feuillu,37,Lieu public,46.77277347016494,-71.33249740032062
261101,amélanchier,Feuillu,21,Lieu public,46.77278950733792,-71.33258321805458
261250,amélanchier,Feuillu,14,Lieu public,46.76405052310297,-71.32911906534854
261252,amélanchier,Feuillu,10,Lieu public,46.76392412773329,-71.3289221068752
261253,amélanchier,Feuillu,10,Lieu public,46.763898327715054,-71.32890196831653
261254,amélanchier,Feuillu,11,Lieu public,46.763864604877966,-71.32885780219449
261564,amélanchier,Feuillu,17,Lieu public,46.76537064936441,-71.32651240923087
261854,amélanchier,Feuillu,23,Lieu public,46.779686747866535,-71.30435966248974
261917,amélanchier,Feuillu,23,Lieu public,46.7625125862303,-71.32816667835942
261918,amélanchier,Feuillu,14,Lieu public,46.762530443443104,-71.32819165607664
261919,amélanchier,Feuillu,9,Lieu public,46.762544793655664,-71.32821143501921
261921,amélanchier,Feuillu,21,Lieu public,46.76259811640092,-71.32836922204862
262543,amélanchier,Feuillu,22,Lieu public,46.77970932571213,-71.30441388825561
262544,amélanchier,Feuillu,24,Lieu public,46.77964963922731,-71.30442212709698
262545,amélanchier,Feuillu,11,Lieu public,46.779650064623944,-71.30436160437891
262546,amélanchier,Feuillu,12,Lieu public,46.77958727172056,-71.30436637899065
262547,amélanchier,Feuillu,24,Lieu public,46.77963077146569,-71.30442755586958
262548,amélanchier,Feuillu,13,Lieu public,46.77961235814998,-71.30448096150023
267431,amélanchier,Feuillu,34,Lieu public,46.7699668094704,-71.27477329970394
268336,amélanchier,Feuillu,32,tronçon,46.89208742823401,-71.20114414289108
268498,amélanchier,Feuillu,5,Lieu public,46.82579007924773,-71.24061872203718
268499,amélanchier,Feuillu,1,Lieu public,46.82581924287281,-71.24062330374765
268500,amélanchier,Feuillu,4,Lieu public,46.8258155327987,-71.24060717043388
268501,amélanchier,Feuillu,5,Lieu public,46.82579931099709,-71.24059764162651
268502,amélanchier,Feuillu,8,Lieu public,46.82577561587887,-71.24060160218944
276006,amélanchier,Feuillu,23,Lieu public,46.75555883262721,-71.3653364619085
283060,amélanchier,Feuillu,6,tronçon,46.83008715444512,-71.23327359031094
289119,amélanchier,Feuillu,10,tronçon,46.87677104363461,-71.165967828731155
289225,amélanchier,Feuillu,18,tronçon,46.87506384050772,-71.16617388960263
289226,amélanchier,Feuillu,16,tronçon,46.87503436571826,-71.16609554536964
291208,amélanchier,Feuillu,4,Lieu public,46.81065861331564,-71.25274857550755
291210,amélanchier,Feuillu,8,Lieu public,46.810805192173625,-71.25258846596252
291211,amélanchier,Feuillu,6,Lieu public,46.81073798872175,-71.25265007099942
291242,amélanchier,Feuillu,4,Lieu public,46.81138393272579,-71.25212976461897
291264,amélanchier,Feuillu,11,Lieu public,46.81437337329736,-71.24701319573097
291266,amélanchier,Feuillu,11,Lieu public,46.81438113453856,-71.24686058596556
291386,amélanchier,Feuillu,6,Lieu public,46.81450282661944,-71.24509967609882
291411,amélanchier,Feuillu,11,Lieu public,46.81442455306155,-71.24537813559736
297065,amélanchier,Feuillu,6,Lieu public,46.82418976221335,-71.23524147994478
297066,amélanchier,Feuillu,9,Lieu public,46.82416170240312,-71.2351630603632
297067,amélanchier,Feuillu,8,Lieu public,46.824150721372575,-71.23520452426968
297506,amélanchier,Feuillu,13,Lieu public,46.79437456262227,-71.23940235177959
297603,amélanchier,Feuillu,17,Lieu public,46.818864680958406,-71.2228877454986
297756,amélanchier,Feuillu,18,Lieu public,46.89625704787359,-71.17325293330595
299241,amélanchier,Feuillu,11,Lieu public,46.76109343511638,-71.28174735800765
299242,amélanchier,Feuillu,9,Lieu public,46.76107140224378,-71.28183039193227
299243,amélanchier,Feuillu,10,Lieu public,46.7610402060326,-71.28186804953492
299275,amélanchier,Feuillu,10,tronçon,46.78407897623945,-71.24963236264475
303690,amélanchier,Feuillu,12,tronçon,46.91216878728963,-71.31357120935827
304123,amélanchier,Feuillu,13,Lieu public,46.76999965374221,-71.35137253711478
304124,amélanchier,Feuillu,13,Lieu public,46.77000992809527,-71.35131927741894
304125,amélanchier,Feuillu,13,Lieu public,46.77002643929203,-71.35125966086025
304126,amélanchier,Feuillu,13,Lieu public,46.77004879109113,-71.35131952317519
304500,amélanchier,Feuillu,21,Lieu public,46.74666198766868,-71.3655944800064
305070,amélanchier,Feuillu,11,Lieu public,46.7802312898065,-71.3597070593615
307010,amélanchier,Feuillu,15,tronçon,46.83434545361962,-71.22066998474348
308107,amélanchier,Feuillu,17,Lieu public,46.760118938869006,-71.31132256313803
312518,amélanchier,Feuillu,20,Lieu public,46.75995902668962,-71.28140555755421
312588,amélanchier,Feuillu,10,Lieu public,46.7611107424273,-71.2816896921801
336682,amélanchier,Feuillu,8,tronçon,46.76464129496788,-71.35478723167512
336683,amélanchier,Feuillu,5,tronçon,46.76464086863599,-71.3548443070512
336684,amélanchier,Feuillu,5,tronçon,46.76464859762628,-71.35420802905523
336685,amélanchier,Feuillu,5,tronçon,46.76464586607134,-71.35425578560881
336693,amélanchier,Feuillu,8,tronçon,46.764562661807624,-71.35596728488336
336694,amélanchier,Feuillu,9,tronçon,46.764564039641826,-71.35600679281698
336695,amélanchier,Feuillu,8,tronçon,46.76456412520266,-71.35605909755533
336696,amélanchier,Feuillu,8,tronçon,46.76456498875448,-71.35610240717827
336707,amélanchier,Feuillu,5,tronçon,46.764639548413435,-71.35060131744099
336708,amélanchier,Feuillu,5,tronçon,46.76463635421048,-71.35064616040879
336709,amélanchier,Feuillu,5,tronçon,46.76463050215008,-71.35069152449526
344603,amélanchier,Feuillu,5,Lieu public,46.8107273221976,-71.32407737877716
355552,amélanchier,Feuillu,14,Lieu public,46.76445298864979,-71.36169223940269
370017,amélanchier,Feuillu,5,tronçon,46.78066296704972,-71.3029101228741
370062,amélanchier,Feuillu,5,tronçon,46.78565734029075,-71.29192260134344
370116,amélanchier,Feuillu,5,tronçon,46.78185080500345,-71.30275766053357
370136,amélanchier,Feuillu,5,tronçon,46.78204716663564,-71.30354152000547
370139,amélanchier,Feuillu,5,tronçon,46.78386570457647,-71.30335536233494
370153,amélanchier,Feuillu,5,tronçon,46.78272231678525,-71.29645764734656
370532,amélanchier,Feuillu,5,tronçon,46.78060225440008,-71.29332588335339
376204,amélanchier,Feuillu,5,tronçon,46.89082039078583,-71.30525569269825
377052,amélanchier,Feuillu,14,tronçon,46.79099013041347,-71.25354167497315
378117,amélanchier,Feuillu,22,Lieu public,46.853415587110376,-71.37578069978838
379730,amélanchier,Feuillu,5,Lieu public,46.86847110786514,-71.16827708762168
379732,amélanchier,Feuillu,5,Lieu public,46.8687091261111,-71.1680454094862
383266,amélanchier,Feuillu,5,tronçon,46.80370549617421,-71.23634758343901
384292,amélanchier,Feuillu,8,tronçon,46.90746738540957,-71.37092483175209
384791,amélanchier,Feuillu,5,Lieu public,46.8575249401781,-71.41955475772076
390793,amélanchier,Feuillu,10,Lieu public,46.7638741809821,-71.32656609615836
390794,amélanchier,Feuillu,25,Lieu public,46.76384266784522,-71.3265297550709
397354,amélanchier,Feuillu,8,Lieu public,46.85695944646633,-71.36967992535332
397355,amélanchier,Feuillu,8,Lieu public,46.856955050913655,-71.36971022792707
397358,amélanchier,Feuillu,8,Lieu public,46.85702694546714,-71.37011563553708
397359,amélanchier,Feuillu,8,Lieu public,46.857030180346726,-71.37015992359541
397360,amélanchier,Feuillu,10,Lieu public,46.85704414587599,-71.37020092274975
483851,amélanchier,Feuillu,3,Lieu public,46.78747248405024,-71.33218219126998
483852,amélanchier,Feuillu,3,Lieu public,46.7875413529172,-71.33226989450628
483853,amélanchier,Feuillu,3,Lieu public,46.78764632068706,-71.3320413971999
483854,amélanchier,Feuillu,3,Lieu public,46.787559301963505,-71.3318972904313
483855,amélanchier,Feuillu,3,Lieu public,46.787468438906366,-71.33175726380146
483856,amélanchier,Feuillu,3,Lieu public,46.787334661166405,-71.33195411820004
483857,amélanchier,Feuillu,3,Lieu public,46.78723812118475,-71.3318091715538
485290,amélanchier,Feuillu,2,Lieu public,46.90245416034257,-71.17590777135304
494793,amélanchier,Feuillu,5,Lieu public,46.86879302594082,-71.16814710106824
494794,amélanchier,Feuillu,5,Lieu public,46.86881822231858,-71.16811358369092
494795,amélanchier,Feuillu,5,Lieu public,46.86877789151967,-71.16809052113572
494802,amélanchier,Feuillu,5,Lieu public,46.868894684650314,-71.1681639855777
240552,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,13,tronçon,46.77425307262526,-71.31906624294234
268698,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,9,tronçon,46.87873832253192,-71.26073764985699
268699,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,9,tronçon,46.878816257111566,-71.26056171065491
268700,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,10,tronçon,46.87888816464071,-71.2603978480161
268701,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.87894495399591,-71.26026847377598
268911,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,11,tronçon,46.84299916938803,-71.22556203195876
268913,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,9,tronçon,46.831934938212186,-71.21636068072209
269249,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.833571652491614,-71.21615728411182
271165,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.8361491185052,-71.25626486370525
271253,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,11,tronçon,46.86432551978006,-71.33924134857628
271409,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,10,tronçon,46.811731157385445,-71.23133894464696
271410,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.811722222943594,-71.2312447656884
272626,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,10,tronçon,46.863802018190555,-71.25378133931387
272684,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,9,tronçon,46.86372253235964,-71.2539239024458
300170,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,Lieu public,46.84809264113365,-71.42643612529842
300171,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.84805697330868,-71.42650246443753
300174,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.84802051055347,-71.42655697546073
300175,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.8479492582367,-71.4266804497897
300176,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,Lieu public,46.84791357965631,-71.42674809965409
300177,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.84792869849104,-71.42643855132052
300178,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.847851986952,-71.42656851416625
300184,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,9,tronçon,46.84768075336677,-71.42691475297259
300186,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.84774487221504,-71.42711671221534
300187,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,9,tronçon,46.84771814429145,-71.42719108488784
308074,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.8476571770199,-71.42736528303523
308080,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.84763652039301,-71.42743423965014
308082,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.84777021804829,-71.4267219658154
308972,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.91958427814682,-71.20268940328455
308983,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.90935560457018,-71.20280500880244
308984,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.90947965376857,-71.20291638881653
308987,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.90998622500217,-71.20337315568355
309063,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.91266350799657,-71.20522598183538
309064,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,9,tronçon,46.91259876208473,-71.20538075408352
309462,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.89393720285321,-71.2840848750416
309466,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.89404681664241,-71.28436283122812
309552,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.86547166515747,-71.28014478386785
309832,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,10,tronçon,46.89092105305219,-71.29404315167045
309837,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,11,tronçon,46.8831722142014,-71.29964996943093
309896,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.902316158130866,-71.30677239696261
310176,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,Lieu public,46.870433156145126,-71.28191563088798
315283,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.8378143409001,-71.25241898947169
315284,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.83773307190219,-71.2526112923704
315287,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.83759373505794,-71.25292334250909
315293,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,10,tronçon,46.837276979185845,-71.25367011187656
315294,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.835411877245456,-71.25799445109328
315303,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.83587632546288,-71.25730380566893
318239,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.87468763326936,-71.26179715347294
318815,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.88489938907557,-71.29463978020007
318920,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,9,tronçon,46.82334790687224,-71.32655804701076
318959,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.801824012363056,-71.30942043244653
319072,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.8337936531641,-71.21612896843126
319492,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.877652562403334,-71.17030540277571
319540,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.911277195715385,-71.20450264584215
319557,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.91715568341193,-71.20881520602869
320820,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.874520370827405,-71.27264037722708
321328,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.85885310715095,-71.41700495372145
321329,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.85881025008612,-71.41697331168953
321330,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.85877494066404,-71.41691138426498
321599,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,Lieu public,46.858064672148664,-71.41586482558442
324593,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.869074275540065,-71.1696577475752
324594,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.86908325460949,-71.16973450522873
324595,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.86913021257425,-71.16977341892391
324596,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.86935405902886,-71.16955346605783
324846,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.864682663996966,-71.42712765722868
324847,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.864770973405136,-71.42721524868205
324848,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.86477283760928,-71.42719168406516
324849,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.86479491498279,-71.42719830770801
324850,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.864787898034315,-71.42703611844311
324851,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.8647976234195,-71.42701163982203
324852,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.86478826053872,-71.42699135780275
325751,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,11,tronçon,46.853596603647915,-71.28933726584738
325841,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.85444573771378,-71.19537465243849
325843,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.85451871285576,-71.19519447659748
326194,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.7659140127017,-71.40894905180866
326195,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.765940150367456,-71.40889545851195
328616,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.83351989914273,-71.32538559333476
329019,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,12,tronçon,46.88246742572032,-71.17200820566705
330917,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.88279650403915,-71.27003859446476
330974,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.806193329442294,-71.22676682654622
330975,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.80624494507616,-71.22666005670402
330977,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.806350043541826,-71.22645277825232
332339,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.8822168869936,-71.27619047354408
332341,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.88223493788836,-71.27611818900563
332343,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,tronçon,46.880293353356706,-71.27434109255472
332615,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.88201645427341,-71.23734368268616
336358,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.81193769710939,-71.32593620341261
336744,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.81420246006383,-71.3755107378393
336745,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.81414609384088,-71.37559823734732
337258,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,Lieu public,46.74634556126891,-71.34785900720257
341513,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,tronçon,46.91649241353391,-71.38347255176039
342330,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.89144600802357,-71.22328567654908
343164,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.85505772574848,-71.32322463407131
343166,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,tronçon,46.85089061993921,-71.30163209749361
343631,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,8,tronçon,46.77042627238073,-71.33111451269362
344931,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,6,Lieu public,46.77898973020661,-71.363979205683
345004,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,5,tronçon,46.89014201741268,-71.30907801996032
345322,amélanchier à grandes fleurs 'Autumn Brilliance',Feuillu,7,Lieu public,46.80968034788969,-71.32242988754196
